notation,label,broader
root,海老名市立中央図書館分類表,
020021000100010001,シルクロード,02002100010001
020021000100110000,中国,02002100010011
020021000100110001,上海,02002100010011
020021000100110011,香港,02002100010011
020021000100110021,北京,02002100010011
020021000100210000,韓国・朝鮮,02002100010021
020021000100210001,済州島,02002100010021
020021000100610000,北アジア,02002100010061
020021000100610001,シベリア,02002100010061
020021000100610011,極東地方,02002100010061
020021000100610021,ウラル地区,02002100010061
020021000100910000,東南アジア,02002100010091
020021000100910001,ベトナム,02002100010091
020021000100910011,カンボジア,02002100010091
020021000100910021,ラオス,02002100010091
020021000100910031,タイ,02002100010091
020021000100910041,ミャンマー,02002100010091
020021000100910051,シンガポール・マレーシア,02002100010091
020021000101010000,インドネシア諸島,02002100010101
020021000101010001,スマトラ,02002100010101
020021000101010011,ジャワ,02002100010101
020021000101010021,ボルネオ,02002100010101
020021000101010031,セレベス,02002100010101
020021000101010041,モルッカ,02002100010101
020021000101010051,チモール,02002100010101
020021000101010061,イリアン・ジャヤ,02002100010101
020021000101010071,フィリピン,02002100010101
020021000101210000,南アジア,02002100010121
020021000101210001,パキスタン,02002100010121
020021000101210011,バングラデシュ,02002100010121
020021000101210021,スリランカ,02002100010121
020021000101310000,中東,02002100010131
020021000101310001,アフガニスタン,02002100010131
020021000101310011,イラン,02002100010131
020021000101310021,イラク,02002100010131
020021000101310031,トルコ,02002100010131
020021000101310041,シリア,02002100010131
020021000101310051,レバノン,02002100010131
020021000101310061,ヨルダン,02002100010131
020021000101310071,アラビア半島,02002100010131
020021000101310081,イスラエル,02002100010131
020021000101410000,アラブ諸国,02002100010141
020021000101410001,サウジアラビア,02002100010141
020021000101410011,クウェート,02002100010141
020021000101410021,カタール,02002100010141
020021000101410031,アラブ首長国連邦,02002100010141
020021000101410041,オマーン,02002100010141
020021000101410051,イエメン,02002100010141
020021000101410061,バーレーン,02002100010141
020021001100110000,イギリス,02002100110011
020021001100110001,ロンドン,02002100110011
020021001100110011,イングランド,02002100110011
020021001100110021,スコットランド,02002100110011
020021001100110031,ウェールズ,02002100110011
020021001100110041,アイルランド,02002100110011
020021001100810000,フランス,02002100110081
020021001100810001,パリ,02002100110081
020021001101410000,北欧,02002100110141
020021001101410001,スウェーデン,02002100110141
020021001101410011,ノルウェー,02002100110141
020021001101410021,デンマーク,02002100110141
020021001101410031,フィンランド,02002100110141
020021001101410041,アイスランド,02002100110141
020021001101410051,バルト3国,02002100110141
020021001101610000,ロシア他,02002100110161
020021001101610001,ベラルーシ,02002100110161
020021001101610011,モルドバ,02002100110161
020021001101710000,東欧,02002100110171
020021001101710001,ウクライナ,02002100110171
020021001101710011,ルーマニア,02002100110171
020021001101710021,ブルガリア,02002100110171
020021001101710031,ユーゴスラビア,02002100110171
020021001101710041,アルバニア,02002100110171
020021003100210000,アメリカ合衆国,02002100310021
020021003100210001,ニューヨーク,02002100310021
020021003100210011,L.A,02002100310021
020021003100210021,ハワイ,02002100310021
020021003100210031,グアム,02002100310021
030021002100210000,ブライダル,03002100210021
030021002100210001,ウェディングプラン,03002100210021
030021002100210011,結婚スピーチ集,03002100210021
030021002100210021,新郎・新婦のスピーチ,03002100210021
030021002100210031,両親・親族のスピーチ,03002100210021
030021002100210041,上司・同僚・友人のスピーチ,03002100210021
030021002100210051,司会の仕方,03002100210021
030021002100210061,仲人,03002100210021
030021002100210071,結婚式二次会,03002100210021
030021002100219999,その他 ブライダル,03002100210021
030021002100310000,マナー・あいさつ,03002100210031
030021002100310001,敬語,03002100210031
030021002100310011,あいさつ・スピーチ集,03002100210031
030021002100319999,その他 マナー・あいさつ,03002100210031
030021002100410000,手紙,03002100210041
030021002100410001,手紙の書き方・文例集,03002100210041
030021002100410011,ペン習字,03002100210041
030021002100410021,絵手紙,03002100210041
030021002100410031,年賀状,03002100210041
030021002100419999,その他 手紙,03002100210041
030021002100510000,葬儀,03002100210051
030021002100510001,葬儀・法要,03002100210051
030021002100510011,お墓,03002100210051
030021002100519999,その他 葬儀,03002100210051
030041000100010000,緑のある暮らし,03004100010001
030041000100010001,ターシャ・テューダー,03004100010001
030041000100010011,ベニシア,03004100010001
030041001100610000,観葉植物,03004100110061
030041001100610001,多肉植物,03004100110061
030041001101310000,花づくり,03004100110131
030041001101310001,一年草,03004100110131
030041001101310011,多年草,03004100110131
030041001101310021,球根草,03004100110131
030041001101310031,ラン,03004100110131
030041001101310041,バラ,03004100110131
030051000100710000,小物,03005100010071
030051000100710001,組紐,03005100010071
040011001100010000,家庭の医学,04001100110001
040011001100010001,家庭の医学事典,04001100110001
040011001100010011,体のしくみ,04001100110001
040011001100010021,救急法,04001100110001
040011001100010031,病院ガイド,04001100110001
040011001100010041,検査,04001100110001
040011001100010051,薬,04001100110001
040011001100010061,漢方,04001100110001
040011001100010071,サプリメント,04001100110001
040011001100019999,その他 家庭の医学,04001100110001
040011001100210000,生活習慣病,04001100110021
040011001100210001,糖尿病,04001100110021
040011001100210011,高血圧,04001100110021
040011001100210021,高脂血・コレステロール,04001100110021
040011001100210031,痛風・尿酸値,04001100110021
040011001100219999,その他 生活習慣病,04001100110021
040011001100310000,がん,04001100110031
040011001100310001,胃がん,04001100110031
040011001100310011,肺がん,04001100110031
040011001100310021,大腸がん,04001100110031
040011001100310031,肝臓がん,04001100110031
040011001100310041,小児がん,04001100110031
040011001100319999,その他 がん,04001100110031
040011001100410000,脳の病気,04001100110041
040011001100410001,脳梗塞・脳卒中,04001100110041
040011001100410011,パーキンソン病,04001100110041
040011001100419999,その他 脳の病気,04001100110041
040011001100510000,内臓の病気,04001100110051
040011001100510001,心臓病・心筋梗塞,04001100110051
040011001100510011,肝臓病・肝炎・肝硬変,04001100110051
040011001100510021,腎臓病・透析,04001100110051
040011001100510031,胃腸の病気,04001100110051
040011001100510041,泌尿器疾患,04001100110051
040011001100519999,その他 内臓の病気,04001100110051
040011001100610000,血液の病気,04001100110061
040011001100610001,白血病,04001100110061
040011001100710000,耳・鼻・口・眼の病気,04001100110071
040011001100710001,呼吸器の病気,04001100110071
040011001100710011,喘息,04001100110071
040011001100710021,耳・鼻の病気,04001100110071
040011001100710031,口内・歯の病気,04001100110071
040011001100710041,甲状腺の病気,04001100110071
040011001100710051,眼の病気・視力,04001100110071
040011001100719999,その他 耳・鼻・口・眼の病気,04001100110071
040011001100810000,皮膚の病気,04001100110081
040011001100810001,アトピー,04001100110081
040011001100810011,アレルギー,04001100110081
040011001100810021,湿疹・水虫,04001100110081
040011001100819999,その他 皮膚の病気,04001100110081
040011001100910000,関節の病気,04001100110091
040011001100910001,腰痛・肩こり,04001100110091
040011001100910011,関節・リウマチ,04001100110091
040011001100910021,膠原病,04001100110091
040011001100910031,つぼ・マッサージ,04001100110091
040011001100919999,その他 関節の病気,04001100110091
040011001101010000,高齢者の病気,04001100110101
040011001101010001,認知症,04001100110101
040011001101019999,その他 高齢者の病気,04001100110101
040011001101210000,こころの病気,04001100110121
040011001101210001,自律神経失調症,04001100110121
040011001101210011,うつ,04001100110121
040011001101210021,パニック障害,04001100110121
040011001101210031,パーソナリティ障害,04001100110121
040011001101210041,メンタルへルス・ストレス,04001100110121
040011001101210051,依存症,04001100110121
040011001101219999,その他 こころの病気,04001100110121
040011001101310000,女性の医学,04001100110131
040011001101310001,低血圧,04001100110131
040011001101310011,冷え性,04001100110131
040011001101310021,便秘,04001100110131
040011001101310031,避妊・ピル,04001100110131
040011001101310041,月経不順・PMS,04001100110131
040011001101310051,子宮筋腫・子宮内膜症,04001100110131
040011001101310061,子宮がん・乳がん,04001100110131
040011001101310071,更年期障害,04001100110131
040011001101310081,骨粗しょう症,04001100110131
040011001101319999,その他 女性の医学,04001100110131
040011001101410000,こどもの病気,04001100110141
040011001101410001,こどもの肥満,04001100110141
040011001101410011,こどもの喘息,04001100110141
040011001101410021,こどもの障害,04001100110141
040011001101510000,その他 病気,04001100110151
040011001101510001,かぜ・インフルエンザ,04001100110151
040011001101510011,花粉症,04001100110151
040011001101510021,養毛・育毛,04001100110151
040011001101510031,男性機能障害,04001100110151
040011001101510041,前立腺肥大・前立腺がん,04001100110151
040011001101510051,痔,04001100110151
040011001101519999,その他 病気,04001100110151
040021001100610000,しつけ・家庭教育,04002100110061
040021001100610001,読み聞かせ,04002100110061
050001001100310000,着物,05000100110031
050001001100310001,着物エッセイ,05000100110031
050001001100310011,着物・着付け,05000100110031
050001001100310021,和小物,05000100110031
060001002100110000,着物,06000100210011
060001002100110001,監督,06000100210011
060001002100110011,選手,06000100210011
060001002100110021,メジャーリーグ,06000100210011
060001002100110031,高校野球,06000100210011
060001002100210000,プロ野球,06000100210021
060001002100210001,プロ野球読み物,06000100210021
060001002100210011,セ・リーグ,06000100210021
060001002100210021,パ・リーグ,06000100210021
060001002100310000,プロ野球,06000100210031
060001002100310001,バッティング,06000100210031
060001002100310011,ピッチング,06000100210031
060001003100110000,サッカー読み物,06000100310011
060001003100110001,国内サッカー読み物,06000100310011
060001003100110011,日本代表,06000100310011
060001003100110021,Jリーグ,06000100310011
060001003100110031,日本人選手,06000100310011
060001003100110041,女子サッカー,06000100310011
060001003100110051,ワールドカップ,06000100310011
060001003100110061,海外サッカー読み物,06000100310011
060001003100110071,海外リーグ,06000100310011
060001003100110081,海外選手,06000100310011
060001003100210000,サッカーの技術,06000100310021
060001003100210001,戦術・育成,06000100310021
060001003100210011,サッカー実技論,06000100310021
060001003100210021,フットサル,06000100310021
060001004100010000,ゴルフ,06000100410001
060001004100010001,ゴルフエッセイ,06000100410001
060001004100010011,ゴルフ入門,06000100410001
060001004100010021,ゴルフルール,06000100410001
060001004100010031,ゴルフ実技,06000100410001
060001004100010041,ゴルフ場,06000100410001
060001004100019999,その他 ゴルフ,06000100410001
060001006100010000,武道,06000100610001
060001006100010001,柔道,06000100610001
060001006100010011,相撲,06000100610001
060001006100010021,剣道,06000100610001
060001006100010031,武士道・刀剣,06000100610001
060001006100010041,弓道,06000100610001
060001006100010051,空手,06000100610001
060001006100010061,合気道,06000100610001
060001006100010071,太極拳,06000100610001
060001006100010081,中国武術,06000100610001
060001006100010091,気功,06000100610001
060001006100010101,護身術,06000100610001
060001006100010111,古武術,06000100610001
060001006100019999,その他 武道,06000100610001
060001006100110000,武道,06000100610011
060001006100110001,格闘技エッセイ,06000100610011
060001006100110011,ボクシング,06000100610011
060001006100110021,レスリング・プロレス,06000100610011
060001006100110031,総合格闘技,06000100610011
060001006100119999,その他 格闘技,06000100610011
060001007100010000,ウィンタースポーツ,06000100710001
060001007100010001,スキー,06000100710001
060001007100010011,スノーボード,06000100710001
060001007100010021,アイススケート,06000100710001
060001007100010031,フィギュアスケート,06000100710001
060001007100010041,アイスホッケー,06000100710001
060001007100019999,その他 ウィンタースポーツ,06000100710001
060001009100010000,マリンスポーツ,06000100910001
060001009100010001,サーフィン・ボディボード,06000100910001
060001009100010011,スキューバダイビング,06000100910001
060001009100010021,ヨット・ボート,06000100910001
060001009100010031,小型船舶操縦士,06000100910001
060001009100019999,その他 マリンスポーツ,06000100910001
060001010100010000,陸上競技,06000101010001
060001010100010001,ランニング,06000101010001
060001010100019999,その他 陸上競技,06000101010001
060001011100010000,トレーニング,06000101110001
060001011100010001,スポーツ理論,06000101110001
060001011100010011,メンタルトレーニング,06000101110001
060001011100010021,テーピング,06000101110001
060001011100010031,マッサージ,06000101110001
060001011100019999,その他 トレーニング,06000101110001
070001000100110000,歌舞伎,07000100010011
070001000100110001,歌舞伎俳優,07000100010011
070011000100310000,陶芸,07001100010031
070011000100310001,西洋,07001100010031
070011000100310011,東洋,07001100010031
070011000100310021,日本,07001100010031
070011001100110000,伝統工芸,07001100110011
070011001100110001,漆工芸,07001100110011
070011001100119999,その他 伝統工芸,07001100110011
070011001100710000,木工,07001100110071
070011001100710001,木彫,07001100110071
070011001100710011,木工芸,07001100110071
070011001100710021,籐工芸,07001100110071
070011001100710031,竹工芸,07001100110071
070011001100719999,その他 木工,07001100110071
070031003100110000,鍵盤楽器,07003100310011
070031003100110001,ピアノ,07003100310011
070031003100110011,エレクトーン,07003100310011
070031003100210000,弦楽器,07003100310021
070031003100210001,ギター,07003100310021
070031003100510000,打楽器,07003100310051
070031003100510001,ベース・ドラム,07003100310051
070041000100710000,撮影技法,07004100010071
070041000100710001,人物写真,07004100010071
070041000100710011,風景写真,07004100010071
070041000100710021,生物写真,07004100010071
070061000100110000,クルマエッセイ,07006100010011
070061000100110001,徳大寺有恒,07006100010011
070101000100410000,おもちゃ,07010100010041
070101000100410001,手作りのおもちゃ,07010100010041
070101000100410011,人形,07010100010041
070101000100410021,郷土玩具,07010100010041
080001001100110000,民俗学一般,08000100110011
080001001100110001,南方熊楠,08000100110011
080001001100110011,柳田國男,08000100110011
080011001101910000,法話,08001100110191
080011001101910001,道元,08001100110191
080011001101910011,良寛,08001100110191
080011001101910021,瀬戸内寂聴,08001100110191
080011001101910031,五木寛之,08001100110191
080011001101910041,ひろさちや,08001100110191
080011001101910051,スマナサーラ,08001100110191
080011001101910061,玄侑宗久,08001100110191
080011001101910071,小池龍之介,08001100110191
080011003100110000,キリスト教一般,08001100310011
080011003100110001,カトリック教,08001100310011
080011003100110011,プロテスタント教,08001100310011
080011003100910000,教会,08001100310091
080011003100910001,マザー・テレサ,08001100310091
080021003100210000,儒教,08002100310021
080021003100210001,孔子,08002100310021
080021003100210011,孟子,08002100310021
080021004100510000,日本現代思想,08002100410051
080021004100510001,浅田彰,08002100410051
080021004100510011,中沢新一,08002100410051
080021004100510021,吉本隆明,08002100410051
080021005100010000,現代思想一般,08002100510001
080021005100010001,キルケゴール,08002100510001
080021005100010011,ニーチェ,08002100510001
080021005100010021,ベルクソン,08002100510001
080021005100110000,現象学,08002100510011
080021005100110001,サルトル,08002100510011
080021005100110011,ハイデガー,08002100510011
080021005100110021,フッサール,08002100510011
080021005100110031,ヴェーユ,08002100510011
080021005100110041,メルロ・ポンティ,08002100510011
080021005100110051,レヴィナス,08002100510011
080021005100310000,構造主義・ポスト構造主義,08002100510031
080021005100310001,ジャン・ジャック・デリダ,08002100510031
080021005100310011,ドゥルーズ/ガダリ,08002100510031
080021005100310021,ボードリヤール,08002100510031
080021005100310031,ミッシェル・フーコー,08002100510031
080021005100310041,レヴィ・ストロース,08002100510031
080021005100310051,ロラン・バルト,08002100510031
080021007100010000,論理学,08002100710001
080021007100010001,ヴィトゲンシュタイン,08002100710001
080031002100010000,スピリチュアル一般,08003100210001
080031002100010001,江原啓之,08003100210001
080031002100010011,伊勢白山道,08003100210001
080031002100010021,飯田史彦,08003100210001
080031002100010031,木村藤子,08003100210001
080041000101510000,実験心理学,08004100010151
080041000101510001,心理学研究法,08004100010151
080041000101510011,心理測定法,08004100010151
080041000101510021,ロールシャッハ,08004100010151
090001000100010000,どうぶつ,09000100010001
090001000100010001,いぬ,09000100010001
090001000100010011,ねこ,09000100010001
090001000100010021,くま,09000100010001
090001000100010031,うさぎ,09000100010001
090001000100510000,のりもの,09000100010051
090001000100510001,でんしゃ,09000100010051
090001000100510011,くるま,09000100010051
090001000100510021,ひこうき,09000100010051
090001000100510031,ふね,09000100010051
090001000100610000,きせつ,09000100010061
090001000100610001,はる,09000100010061
090001000100610011,なつ,09000100010061
090001000100610021,あき,09000100010061
090001000100610031,ふゆ,09000100010061
090001001100010000,有名作家の絵本,09000100110001
090001001100010001,あきやまただし,09000100110001
090001001100010011,あまんきみこ,09000100110001
090001001100010021,荒井良二,09000100110001
090001001100010031,アン・グットマン,09000100110001
090001001100010041,いもとようこ,09000100110001
090001001100010051,いわむらかずお,09000100110001
090001001100010061,内田麟太郎,09000100110001
090001001100010071,エリック・カール,09000100110001
090001001100010081,かがくいひろし,09000100110001
090001001100010091,かこさとし,09000100110001
090001001100010101,川端誠,09000100110001
090001001100010111,五味太郎,09000100110001
090001001100010121,せなけいこ,09000100110001
090001001100010131,谷川俊太郎,09000100110001
090001001100010141,なかえよしを,09000100110001
090001001100010151,中川ひろたか,09000100110001
090001001100010161,長谷川義史,09000100110001
090001001100010171,宮西達也,09000100110001
090001001100010181,よしながこうたく,09000100110001
090001001100010191,レオ・レオニ,09000100110001
090021000100110000,海外読み物,09002100010011
090021000100110001,洋書,09002100010011
090031000100410000,作文・論文,09003100010041
090031000100410001,読書感想文,09003100010041
090031001100010000,国語・ことば,09003100110001
090031001100010001,辞書・辞典,09003100110001
090031001100610000,外国語,09003100110061
090031001100610001,英語,09003100110061
090031003100010000,理科,09003100310001
090031003100010001,物理学,09003100310001
090031003100010011,化学,09003100310001
090031003100210000,地球,09003100310021
090031003100210001,気象,09003100310021
090031003100210011,水と地球,09003100310021
090031003100210021,地震・火山,09003100310021
090031003100210031,地形・地質,09003100310021
090031003100210041,岩石・鉱物,09003100310021
090031003100310000,技術,09003100310031
090031003100310001,ものづくり,09003100310031
090031003100310011,建築,09003100310031
090031003100310021,工場・工事現場,09003100310031
090031003100310031,エネルギー,09003100310031
090031003100410000,発明,09003100310041
090031003100410001,機械・ロボット,09003100310041
090031004100110000,民族,09003100410011
090031004100110001,日本,09003100410011
090031004100110011,外国,09003100410011
090031004100210000,文化,09003100410021
090031004100210001,もののはじまり,09003100410021
090031004100210011,着るもの,09003100410021
090031004100210021,住む場所,09003100410021
090031004100210031,こどものくらし,09003100410021
090031004100210041,行事,09003100410021
090031004100410000,経済,09003100410041
090031004100410001,お金,09003100410041
090031004100410011,税金,09003100410041
090031004100510000,産業,09003100410051
090031004100510001,農業,09003100410051
090031004100510011,林業,09003100410051
090031004100510021,水産業,09003100410051
090031004100610000,憲法・法律,09003100410061
090031004100610001,憲法,09003100410061
090031004100610011,法律,09003100410061
090031004100610021,裁判,09003100410061
090031004100710000,国際,09003100410071
090031004100710001,国防・軍事,09003100410071
090031004100710011,戦争と平和,09003100410071
090031004100810000,環境問題,09003100410081
090031004100810001,ごみ問題,09003100410081
090031004100810011,環境を守る,09003100410081
090031004100910000,社会問題,09003100410091
090031004100910001,人権・差別,09003100410091
090031004100910011,ジェンダー,09003100410091
090031004100910021,こどもの問題,09003100410091
090031004100910031,身を守る,09003100410091
090031005100410000,世界の国々,09003100510041
090031005100410001,アジア,09003100510041
090031005100410011,ヨーロッパ,09003100510041
090031005100410021,アフリカ,09003100510041
090031005100410031,北アメリカ,09003100510041
090031005100410041,南アメリカ,09003100510041
090031005100410051,オセアニア,09003100510041
090031005100610000,旅行,09003100510061
090031005100610001,修学旅行,09003100510061
090031006100010000,芸術・美術,09003100610001
090031006100010001,芸術,09003100610001
090031006100010011,美術,09003100610001
090031006100010021,画家・芸術家,09003100610001
090031006100010031,名画・画集,09003100610001
090031006100310000,舞台・演劇,09003100610031
090031006100310001,学校演劇,09003100610031
090031006100410000,音楽,09003100610041
090031006100410001,音楽家,09003100610041
090031008100110000,高齢者,09003100810011
090031008100110001,バリアフリー,09003100810011
090031008100210000,視覚障害,09003100810021
090031008100210001,点字,09003100810021
090031008100210011,盲導犬,09003100810021
090031008100310000,聴覚障害,09003100810031
090031008100310001,手話,09003100810031
090031008100310011,聴導犬,09003100810031
090031009100010000,道徳,09003100910001
090031009100010001,いじめ,09003100910001
090031009100210000,マナー・ルール,09003100910021
090031009100210001,コミュニケーション,09003100910021
090031009100410000,宗教,09003100910041
090031009100410001,仏教,09003100910041
090031009100410011,神道,09003100910041
090031009100410021,キリスト教,09003100910041
090031009100419999,その他 宗教,09003100910041
090031011100210000,日本史,09003101110021
090031011100210001,原始,09003101110021
090031011100210011,古代,09003101110021
090031011100210021,中世,09003101110021
090031011100210031,近世,09003101110021
090031011100210041,近現代,09003101110021
090031011100210051,地域の歴史,09003101110021
090031011100310000,世界史,09003101110031
090031011100310001,アジア,09003101110031
090031011100310011,ヨーロッパ,09003101110031
090031011100310021,アフリカ,09003101110031
090031011100310031,北アメリカ,09003101110031
090031011100310041,南アメリカ,09003101110031
090031011100310051,オセアニア,09003101110031
090031011100319999,その他 国々,09003101110031
090031011100410000,伝記,09003101110041
090031011100410001,日本,09003101110041
090031011100410011,外国,09003101110041
090041000100310000,テーブルゲーム,09004100010031
090041000100310001,囲碁,09004100010031
090041000100310011,将棋,09004100010031
090041000101110000,うた・音楽,09004100010111
090041000101110001,うた,09004100010111
090041000101110011,楽器,09004100010111
090041000101310000,アウトドア,09004100010131
090041000101310001,自然とあそぶ,09004100010131
090041000101310011,つり,09004100010131
090041002100110000,レシピ,09004100210011
090041002100110001,パン・おかし,09004100210011
090041002100210000,食べ物,09004100210021
090041002100210001,米,09004100210021
090041002100210011,果物,09004100210021
090041002100210021,野菜,09004100210021
090041002100210031,肉・乳製品,09004100210021
090041002100210041,パン・おかし,09004100210021
090041002100310000,食文化,09004100210031
090041002100310001,日本,09004100210031
090041002100310011,外国,09004100210031
090041005100110000,ペット,09004100510011
090041005100110001,犬,09004100510011
090041005100110011,猫,09004100510011
090041005100110021,昆虫,09004100510011
090041005100119999,その他 ペット,09004100510011
090041005100210000,動物,09004100510021
090041005100210001,動物のからだ,09004100510021
090041005100210011,動物園・水族館,09004100510021
090041005100210021,動物を守る,09004100510021
090041005100310000,水辺の生き物,09004100510031
090041005100310001,海の生き物,09004100510031
090041005100310011,川・湖の生き物,09004100510031
090041005100510000,昆虫,09004100510051
090041005100510001,カブトムシ・クワガタ,09004100510051
090041005100510011,カマキリ,09004100510051
090041005100510021,ハチ・アリ,09004100510051
090041005100510031,セミ,09004100510051
090041005100510041,チョウ,09004100510051
090041005100519999,その他 昆虫,09004100510051
100071006100010000,情報処理技術者試験,10007100610001
100071006100010001,ITパスポート,10007100610001
100071006100010011,基本情報技術者,10007100610001
100071006100010021,応用情報技術者,10007100610001
100071006100010031,ネットワークスペシャリスト,10007100610001
100071006100010041,データベーススペシャリスト,10007100610001
100071006100010051,ESスペシャリスト,10007100610001
100071006100010061,ITサービスマネージャ,10007100610001
100071006100010071,情報セキュリティスペシャリスト,10007100610001
100071006100010081,ITストラテジスト,10007100610001
100071006100010091,プロジェクトマネージャ,10007100610001
100071006100010101,システムアーキテクト,10007100610001
100071006100010111,システム監査技術者,10007100610001
100071006100019999,その他 情報処理技術者試験,10007100610001
100071006100110000,ベンダー試験,10007100610011
100071006100110001,MOS,10007100610011
100071006100110011,MCP/MCSE,10007100610011
100071006100110021,MCT,10007100610011
100071006100110031,ORACLE MASTER,10007100610011
100071006100110041,Cisco,10007100610011
100071006100110051,Sun,10007100610011
100071006100110061,IBM,10007100610011
100071006100119999,その他 ベンダー試験,10007100610011
100071006100210000,その他資格試験,10007100610021
100071006100210001,VBA,10007100610021
100071006100210011,インターネット検定,10007100610021
100071006100210021,ITコーディネーター,10007100610021
100071006100210031,情報処理活用能力検定,10007100610021
100071006100210041,日商文書技能検定,10007100610021
100071006100210051,CG検定,10007100610021
100071006100210061,表計算検定,10007100610021
100071006100210071,マルチメディア検定,10007100610021
100071006100210081,パソコン検定,10007100610021
100071006100210091,LPI検定,10007100610021
100071006100210101,PMBOK,10007100610021
100071006100210111,XMLマスター,10007100610021
100071006100219999,その他 パソコン資格試験,10007100610021
100071007101610000,看護資格,10007100710161
100071007101610001,看護学校ガイド,10007100710161
100071007101610011,看護学校入試問題集,10007100710161
100071007101610021,看護師国家試験,10007100710161
100071007101610031,准看護師国家試験,10007100710161
100071007101610041,保健師,10007100710161
100071007101619999,その他 看護国家試験,10007100710161
100071007101710000,看護学生参考書,10007100710171
100071007101710001,看護学概論,10007100710171
100071007101710011,臨床実習,10007100710171
100071007101810000,介護資格,10007100710181
100071007101810001,社会福祉士,10007100710181
100071007101810011,精神保健福祉士,10007100710181
100071007101810021,介護福祉士,10007100710181
100071007101810031,介護支援専門員,10007100710181
100071007101810041,福祉住環境コーディネーター,10007100710181
100071007101810051,ホームヘルパー,10007100710181
100071007101810061,管理栄養士,10007100710181
100071007101819999,その他 介護資格,10007100710181
110071002100010000,詩歌,11007100210001
110071002100010001,万葉集,11007100210001
110091000100210000,古代文学,11009100010021
110091000100210001,源氏物語,11009100010021
110091000100310000,中世文学,11009100010031
110091000100310001,平家物語,11009100010031
110101004100910000,出版関連,11010100410091
110101004100910001,電子書籍,11010100410091
120001003101010000,アメリカ史,12000100310101
120001003101010001,カナダ史,12000100310101
120001003101010011,アメリカ合衆国史,12000100310101
120001003101010021,ラテン・アメリカ史,12000100310101
120001003101010031,南アメリカ史,12000100310101
120011001100110000,日本考古学一般,12001100110011
120011001100110001,原始・旧石器,12001100110011
120011001100110011,遺跡,12001100110011
120011001100110021,縄文・弥生,12001100110011
120011001100110031,邪馬台国,12001100110011
120011001100110041,古墳,12001100110011
120011002100010000,古代史一般,12001100210001
120011002100010001,古代王権,12001100210001
120011002100010011,古事記・日本書紀,12001100210001
120011002100010021,飛鳥・奈良時代,12001100210001
120011002100010031,聖徳太子,12001100210001
120011002100010041,平城京,12001100210001
120011002100010051,律令制,12001100210001
120011002100010061,平安時代,12001100210001
120011002100010071,平安京,12001100210001
120011002100010081,平安貴族,12001100210001
120011003100010000,中世史一般,12001100310001
120011003100010001,網野善彦,12001100310001
120011003100010011,中世都市,12001100310001
120011003100010021,鎌倉時代,12001100310001
120011003100010031,南北朝,12001100310001
120011003100010041,室町時代,12001100310001
120011003100010051,戦国史,12001100310001
120011003100010061,関ヶ原の戦い,12001100310001
120011003100010071,戦国武将,12001100310001
120011003100010081,武田信玄,12001100310001
120011003100010091,上杉謙信,12001100310001
120011003100010101,織田信長,12001100310001
120011003100010111,豊臣秀吉,12001100310001
120011003100010121,徳川家康,12001100310001
120011003100010131,伊達政宗,12001100310001
120011003100010141,戦国の女たち,12001100310001
120011004100110000,江戸時代,12001100410011
120011004100110001,江戸政治,12001100410011
120011004100110011,江戸文化・生活,12001100410011
120011004100110021,対外交渉史,12001100410011
120011004100110031,徳川幕府,12001100410011
120011004100110041,幕藩体制,12001100410011
120011004100110051,武士,12001100410011
120011004100110061,大名,12001100410011
120011004100110071,身分論,12001100410011
120011004100210000,幕末・明治維新,12001100410021
120011004100210001,黒船,12001100410021
120011004100210011,坂本龍馬,12001100410021
120011004100210021,勝海舟,12001100410021
120011004100210031,西郷隆盛,12001100410021
120011004100210041,吉田松陰,12001100410021
120011004100210051,新撰組,12001100410021
120011004100210061,学問・文芸,12001100410021
120011005100110000,明治時代,12001100510011
120011005100110001,明治の政治・国家,12001100510011
120011005100110011,近代文化・風俗史,12001100510011
120011005100110021,自由民権運動,12001100510011
120011005100110031,西南戦争,12001100510011
120011005100110041,帝国憲法,12001100510011
120011005100110051,日清戦争,12001100510011
120011005100110061,日露戦争,12001100510011
120011005100110071,韓国併合,12001100510011
120011005100110081,明治時代,12001100510011
120011005100110091,大逆事件,12001100510011
120011006100010000,現代史一般,12001100610001
120011006100010001,昭和史,12001100610001
120011006100010011,大衆文化,12001100610001
120011006100010021,昭和天皇,12001100610001
120011006100010031,満州,12001100610001
120011006100010041,日中戦争,12001100610001
120011006100010051,南京事件,12001100610001
120011006100010061,二・二六事件,12001100610001
120011006100010071,太平洋戦争,12001100610001
120011006100010081,真珠湾攻撃,12001100610001
120011006100010091,沖縄戦,12001100610001
120011006100010101,原爆,12001100610001
120011006100010111,日本陸海軍,12001100610001
120011006100010121,石原莞爾,12001100610001
120011006100010131,山本五十六,12001100610001
120011006100010141,東条英機,12001100610001
120011006100010151,戦争責任,12001100610001
120011006100010161,東京裁判,12001100610001
120011006100010171,敗戦・占領期,12001100610001
120011006100010181,戦後史,12001100610001
120011006100010191,白洲次郎,12001100610001
130001000100710000,美術史,13000100010071
130001000100710001,古代美術,13000100010071
130001000100710011,中世美術,13000100010071
130001000100710021,近代美術(15-18世紀),13000100010071
130001000100710031,近代美術(19世紀),13000100010071
130001000100710041,現代美術,13000100010071
130001000100810000,日本美術史,13000100010081
130001000100810001,原始時代,13000100010081
130001000100810011,古代,13000100010081
